index,title,salaryrange,company,location,size,industry,sector,easyapply,latitude,longitude
2061,"Sr. BI Data Analyst (with Spotfire Exp & Bio/Pharma/Clinical Industry)-South San Francisco, California (W2)",$47K-$74K (Glassdoor est.),"Epikso
3.8","South San Francisco, CA",51 to 200 employees,Research & Development,Business Services,FALSE,,
2062,Senior Business Technology Analyst - MDM / Data Management,$47K-$74K (Glassdoor est.),"ZS Associates, Inc.
3.0","San Francisco, CA",5001 to 10000 employees,-1,-1,FALSE,37.7749,-122.4194
2063,Senior SAS Data Analyst,$47K-$74K (Glassdoor est.),"The Ascent Services Group
4.6","San Ramon, CA",1001 to 5000 employees,Staffing & Outsourcing,Business Services,FALSE,,
2064,Lead Data Analyst,$47K-$74K (Glassdoor est.),"The Accuro Group
3.0","San Francisco, CA",201 to 500 employees,Staffing & Outsourcing,Business Services,FALSE,37.7749,-122.4194
2065,Cybersecurity Analyst (Payment Card Industry Data Security Standards (PCI-DSS)),$47K-$74K (Glassdoor est.),"City and County of San Francisco
3.7","San Francisco, CA",5001 to 10000 employees,Federal Agencies,Government,FALSE,37.7749,-122.4194
2066,Business Analyst with Data Loss Prevention (DLP) Concepts,$47K-$74K (Glassdoor est.),"Epikso Inc
3.8","Foster City, CA",51 to 200 employees,Research & Development,Business Services,FALSE,,
2067,"Sr. Analyst, Financial Data and Reporting",$47K-$74K (Glassdoor est.),"Central Garden & Pet Company
3.6","Walnut Creek, CA",1001 to 5000 employees,Consumer Products Manufacturing,Manufacturing,FALSE,,
2068,"Lead Data Analyst, Product",$47K-$74K (Glassdoor est.),Chime Bank,"San Francisco, CA",-1,-1,-1,FALSE,37.7749,-122.4194
2069,Business Analyst II (Scientific Business Analyst PreClinical Data),$47K-$74K (Glassdoor est.),"Ascent
4.6","South San Francisco, CA",1001 to 5000 employees,Staffing & Outsourcing,Business Services,FALSE,,
2070,Sr. Process Analyst - Data Privacy Project,$47K-$74K (Glassdoor est.),"The Ascent Services Group
4.6","San Rafael, CA",1001 to 5000 employees,Staffing & Outsourcing,Business Services,FALSE,,
2071,Data Analyst-IT II,$47K-$74K (Glassdoor est.),"APN Software Services Inc.
4.1","Redwood City, CA",51 to 200 employees,Computer Hardware & Software,Information Technology,FALSE,,
2072,Senior Financial Systems Analyst / Business Intelligence Data Modeler,$47K-$74K (Glassdoor est.),Franklin Resources,"San Mateo, CA",1 to 50 employees,-1,-1,FALSE,,
2073,Sr. Data Analysts (Banking Domain),$47K-$74K (Glassdoor est.),"Concept Software & Services Inc
5.0","San Francisco, CA",1 to 50 employees,Consulting,Business Services,FALSE,37.7749,-122.4194
2074,Data Analyst,$34K-$61K (Glassdoor est.),"Allied Solutions
3.2","Carmel, IN",1001 to 5000 employees,Insurance Agencies & Brokerages,Insurance,FALSE,,
2075,Healthcare Data Analyst,$34K-$61K (Glassdoor est.),"Navient
3.3","Indianapolis, IN",5001 to 10000 employees,Financial Transaction Processing,Finance,FALSE,,
2076,Data Analyst,$34K-$61K (Glassdoor est.),"Briljent
3.5","Indianapolis, IN",51 to 200 employees,Consulting,Business Services,FALSE,,
2077,"Data Analyst, Predictive Analytics",$34K-$61K (Glassdoor est.),"Upper Hand
4.2","Indianapolis, IN",1 to 50 employees,Enterprise Software & Network Solutions,Information Technology,FALSE,,
2078,Healthcare Data Analyst,$34K-$61K (Glassdoor est.),"Vespa Group LLC
2.8","Indianapolis, IN",1 to 50 employees,Casual Restaurants,"Restaurants, Bars & Food Services",FALSE,,
2079,Data Analyst,$34K-$61K (Glassdoor est.),"Lilt
3.8","Indianapolis, IN",51 to 200 employees,Internet,Information Technology,FALSE,,
2080,Data Analyst,$34K-$61K (Glassdoor est.),"BCforward
2.8","Indianapolis, IN",1001 to 5000 employees,IT Services,Information Technology,FALSE,,
2081,Junior Data Analyst,$34K-$61K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Indianapolis, IN",51 to 200 employees,IT Services,Information Technology,FALSE,,
2082,COVID-19 Data Analyst,$34K-$61K (Glassdoor est.),"Alpha Rae Personnel, Inc.
3.6","Indianapolis, IN",1001 to 5000 employees,Staffing & Outsourcing,Business Services,FALSE,,
2083,Business Data Analyst,$34K-$61K (Glassdoor est.),"The Fountain Group
3.6","Indianapolis, IN",1001 to 5000 employees,Staffing & Outsourcing,Business Services,FALSE,,
2084,Junior Data Analyst Python,$34K-$61K (Glassdoor est.),"Gallega Software Solutions Inc
4.2","Indianapolis, IN",1 to 50 employees,-1,-1,FALSE,,
2085,IT Data Analyst (Power BI),$34K-$61K (Glassdoor est.),"Swoon
4.6","Indianapolis, IN",201 to 500 employees,Staffing & Outsourcing,Business Services,FALSE,,
2086,Data Analyst,$34K-$61K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Indianapolis, IN",51 to 200 employees,IT Services,Information Technology,FALSE,,
2087,Local Data Analyst - Clinical,$34K-$61K (Glassdoor est.),"Keywords Studios
3.1","Indianapolis, IN",5001 to 10000 employees,IT Services,Information Technology,FALSE,,
2088,Quality Data Analyst,$34K-$61K (Glassdoor est.),"Kuehne + Nagel
3.5","Whitestown, IN",10000+ employees,Logistics & Supply Chain,Transportation & Logistics,FALSE,,
2089,Senior Data Analyst,$34K-$61K (Glassdoor est.),"CYNET SYSTEMS
4.0","Indianapolis, IN",501 to 1000 employees,IT Services,Information Technology,FALSE,,
2090,Ending The HIV Epidemic Data Analyst,$34K-$61K (Glassdoor est.),"Health & Hospital Corporation
3.4","Indianapolis, IN",1001 to 5000 employees,Health Care Services & Hospitals,Health Care,FALSE,,
2091,Senior Data Analyst,$34K-$61K (Glassdoor est.),"Heartland Payment Systems
2.9","Jeffersonville, IN",1001 to 5000 employees,Financial Transaction Processing,Finance,FALSE,,
2092,Data Analyst Junior,$34K-$61K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Indianapolis, IN",51 to 200 employees,IT Services,Information Technology,FALSE,,
2093,Sr. Healthcare Data Analyst,$34K-$61K (Glassdoor est.),"Franciscan Health
3.5","Beech Grove, IN",10000+ employees,Health Care Services & Hospitals,Health Care,FALSE,,
2094,Sr Data Analyst II,$34K-$61K (Glassdoor est.),"Vespa Group LLC
2.8","Indianapolis, IN",1 to 50 employees,Casual Restaurants,"Restaurants, Bars & Food Services",FALSE,,
2095,Operations/Quality Data Analyst,$34K-$61K (Glassdoor est.),"Little Raymond's Print Shop
4.0","Lawrence, IN",51 to 200 employees,"Department, Clothing, & Shoe Stores",Retail,FALSE,,
2096,Sr. IT Data Analyst,$34K-$61K (Glassdoor est.),"CNO Financial Group
2.7","Carmel, IN",1001 to 5000 employees,Insurance Carriers,Insurance,FALSE,,
2097,Technical Data Analyst,$35K-$67K (Glassdoor est.),"Lionbridge
3.3","Redmond, WA",5001 to 10000 employees,IT Services,Information Technology,FALSE,,
2098,Senior Product Data Analyst,$35K-$67K (Glassdoor est.),"Remitly
4.3","Seattle, WA",1001 to 5000 employees,Banks & Credit Unions,Finance,TRUE,47.6062,-122.3321
2099,Business Data Analyst,$35K-$67K (Glassdoor est.),"Homesite Group
3.3","Seattle, WA",1001 to 5000 employees,Insurance Carriers,Insurance,FALSE,47.6062,-122.3321
2100,Data Analyst,$35K-$67K (Glassdoor est.),"Microsoft Corporation
4.3","Redmond, WA",10000+ employees,Computer Hardware & Software,Information Technology,FALSE,,
2101,Data Analyst,$35K-$67K (Glassdoor est.),"Akraya Inc.
4.6","Seattle, WA",51 to 200 employees,Staffing & Outsourcing,Business Services,FALSE,47.6062,-122.3321
2102,IT Data Analyst,$35K-$67K (Glassdoor est.),"Washington Federal
3.6","Seattle, WA",1001 to 5000 employees,Banks & Credit Unions,Finance,FALSE,47.6062,-122.3321
2103,Data Analyst I,$35K-$67K (Glassdoor est.),"SureCritic
3.0","Seattle, WA",1 to 50 employees,Research & Development,Business Services,FALSE,47.6062,-122.3321
2104,Business Data Analyst - Marketing,$35K-$67K (Glassdoor est.),"Costco Wholesale Corporation
4.0","Issaquah, WA",10000+ employees,General Merchandise & Superstores,Retail,FALSE,,
2105,Business/Data Analyst,$35K-$67K (Glassdoor est.),"TechDigital Corporation
3.5","Seattle, WA",51 to 200 employees,Computer Hardware & Software,Information Technology,FALSE,47.6062,-122.3321
2106,Demand Response (DR) and Customer Success (CSM) BI and Data Analyst,$35K-$67K (Glassdoor est.),"Microsoft Corporation
4.3","Redmond, WA",10000+ employees,Computer Hardware & Software,Information Technology,FALSE,,
2107,Data Analyst,$35K-$67K (Glassdoor est.),Rainier Valley Leadership Academy,"Seattle, WA",-1,-1,-1,FALSE,47.6062,-122.3321
2108,Data Development Analyst~,$35K-$67K (Glassdoor est.),"Costco Wholesale Corporation
4.0","Issaquah, WA",10000+ employees,General Merchandise & Superstores,Retail,FALSE,,
2109,Data Analyst,$35K-$67K (Glassdoor est.),"LendingTree, LLC.
3.7","Seattle, WA",1001 to 5000 employees,Lending,Finance,FALSE,47.6062,-122.3321
2110,Data Analyst II,$35K-$67K (Glassdoor est.),"Blue Origin
2.9","Kent, WA",1001 to 5000 employees,Aerospace & Defense,Aerospace & Defense,FALSE,,
2111,Junior Data Analyst,$35K-$67K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Seattle, WA",51 to 200 employees,IT Services,Information Technology,FALSE,47.6062,-122.3321
2112,Junior Data Analyst,$35K-$67K (Glassdoor est.),"Resource Logistics, Inc.
4.7","Redmond, WA",51 to 200 employees,Logistics & Supply Chain,Transportation & Logistics,FALSE,,
2113,Data Analyst,$35K-$67K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Seattle, WA",51 to 200 employees,IT Services,Information Technology,FALSE,47.6062,-122.3321
2114,"Data Analyst II, QA",$35K-$67K (Glassdoor est.),"iSpot.tv, Inc.
4.2","Bellevue, WA",51 to 200 employees,-1,-1,FALSE,,
2115,Data Analyst - Revenue Assurance,$35K-$67K (Glassdoor est.),"Subex
3.2","Bellevue, WA",501 to 1000 employees,Enterprise Software & Network Solutions,Information Technology,FALSE,,
2116,Data Standards Analyst,$35K-$67K (Glassdoor est.),"Fred Hutch
3.9","Seattle, WA",1001 to 5000 employees,Social Assistance,Non-Profit,FALSE,47.6062,-122.3321
2117,DATA ANALYST,$35K-$67K (Glassdoor est.),"Synaptein Solutions Inc.
3.8","Seattle, WA",1 to 50 employees,Accounting,Accounting & Legal,FALSE,47.6062,-122.3321
2118,Data Analyst,$35K-$67K (Glassdoor est.),"Wipro Ltd.
2.9","Redmond, WA",10000+ employees,IT Services,Information Technology,FALSE,,
2119,Business Data Analyst,$35K-$67K (Glassdoor est.),"Intelliswift Software Inc
3.0","Seattle, WA",201 to 500 employees,Staffing & Outsourcing,Business Services,FALSE,47.6062,-122.3321
2120,Data Analyst,$35K-$67K (Glassdoor est.),"Kelly IT
3.4","Renton, WA",501 to 1000 employees,Staffing & Outsourcing,Business Services,FALSE,,
2121,Data Technician/Analyst/Specialist,$35K-$67K (Glassdoor est.),"Leo Tech, LLC
3.5","Seattle, WA",51 to 200 employees,-1,-1,FALSE,47.6062,-122.3321
2122,Senior Data Analyst,$35K-$67K (Glassdoor est.),"LendingTree, LLC.
3.7","Seattle, WA",1001 to 5000 employees,Lending,Finance,FALSE,47.6062,-122.3321
2123,Security Data Analyst -CTJ,$55K-$101K (Glassdoor est.),"Microsoft Corporation
4.3","Redmond, WA",10000+ employees,Computer Hardware & Software,Information Technology,FALSE,,
2124,Engines Configuration and Data Management Analyst,$55K-$101K (Glassdoor est.),"Protingent
4.4","Kent, WA",51 to 200 employees,Staffing & Outsourcing,Business Services,FALSE,,
2125,"Data Standards Analyst in Seattle, Washington | Careers at Fred Hutchinson Cancer Research Center",$55K-$101K (Glassdoor est.),"Fred Hutch
3.9","Seattle, WA",1001 to 5000 employees,Social Assistance,Non-Profit,FALSE,47.6062,-122.3321
2126,Data Analyst,$55K-$101K (Glassdoor est.),"eTeam Inc.
3.7","Kirkland, WA",51 to 200 employees,Staffing & Outsourcing,Business Services,FALSE,,
2127,Bilingual Senior Data Analyst (Japanese / English),$55K-$101K (Glassdoor est.),"Nintendo
4.0","Redmond, WA",5001 to 10000 employees,Video Games,Media,FALSE,,
2128,Security Data Analyst,$55K-$101K (Glassdoor est.),Amazon Corporate LLC,"Seattle, WA",-1,-1,-1,FALSE,47.6062,-122.3321
2129,Data Analyst/Developer,$55K-$101K (Glassdoor est.),"eTeam Inc.
3.7","Redmond, WA",51 to 200 employees,Staffing & Outsourcing,Business Services,FALSE,,
2130,Information Security Analyst - Data Loss Prevention,$55K-$101K (Glassdoor est.),"Costco Wholesale Corporation
4.0","Issaquah, WA",10000+ employees,General Merchandise & Superstores,Retail,FALSE,,
2131,Data Analyst/PM (German),$55K-$101K (Glassdoor est.),"Zen3 Infosolutions America Inc
3.6","Redmond, WA",1001 to 5000 employees,Computer Hardware & Software,Information Technology,FALSE,,
2132,Partner Training Data Analyst,$55K-$101K (Glassdoor est.),Amazon Corporate LLC,"Seattle, WA",-1,-1,-1,FALSE,47.6062,-122.3321
2133,Senior Data Analyst and Applied Scientist,$55K-$101K (Glassdoor est.),"Microsoft Corporation
4.3","Redmond, WA",10000+ employees,Computer Hardware & Software,Information Technology,FALSE,,
2134,Senior Data Analyst : 20,$55K-$101K (Glassdoor est.),"Akraya Inc.
4.6","Seattle, WA",51 to 200 employees,Staffing & Outsourcing,Business Services,FALSE,47.6062,-122.3321
2135,Security Data Analyst -CTJ with Security Clearance,$55K-$101K (Glassdoor est.),"Microsoft Corporation
4.3","Redmond, WA",10000+ employees,Computer Hardware & Software,Information Technology,FALSE,,
2136,Data Analyst Junior,$55K-$101K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Seattle, WA",51 to 200 employees,IT Services,Information Technology,FALSE,47.6062,-122.3321
2137,Sr. Data Analyst,$55K-$101K (Glassdoor est.),"Serverlogic
3.5","Seattle, WA",1 to 50 employees,IT Services,Information Technology,FALSE,47.6062,-122.3321
2138,Configuration/Data Management Analyst,$55K-$101K (Glassdoor est.),"NuWest Group
4.2","Kent, WA",51 to 200 employees,Staffing & Outsourcing,Business Services,FALSE,,
2139,Healthcare Business and Data Analyst,$55K-$101K (Glassdoor est.),Jon French / TechTalent Services,"Seattle, WA",-1,-1,-1,FALSE,47.6062,-122.3321
2140,Big Data Quality Analyst/Hadoop Testing analyst/ Hadoop Tester,$55K-$101K (Glassdoor est.),"Resource Informatics Group
4.6","Seattle, WA",1 to 50 employees,IT Services,Information Technology,FALSE,47.6062,-122.3321
2141,Product Marketing & Business/Data Analyst,$55K-$101K (Glassdoor est.),Ostendo Solutions,"Seattle, WA",-1,-1,-1,FALSE,47.6062,-122.3321
2142,Sr MDM Data Analyst (NOT A DEVELOPER),$55K-$101K (Glassdoor est.),"W3Global
4.5","Seattle, WA",201 to 500 employees,Staffing & Outsourcing,Business Services,FALSE,47.6062,-122.3321
2143,"Senior Data Analyst, Tax Technology (Level 6)",$55K-$101K (Glassdoor est.),Amazon Corporate LLC,"Seattle, WA",-1,-1,-1,FALSE,47.6062,-122.3321
2144,BI/Data Analyst- Configuration Lead,$55K-$101K (Glassdoor est.),"Xoriant Corporation
3.6","Kirkland, WA",1001 to 5000 employees,IT Services,Information Technology,FALSE,,
2145,Active Directory Data Migration Analyst,$55K-$101K (Glassdoor est.),"Kelly IT
3.4","Seattle, WA",501 to 1000 employees,Staffing & Outsourcing,Business Services,FALSE,47.6062,-122.3321
2146,Sr. Research Data Analyst,$55K-$101K (Glassdoor est.),"Johns Hopkins University
4.1","Seattle, WA",10000+ employees,Colleges & Universities,Education,FALSE,47.6062,-122.3321
2147,Configuration and Data Management Analyst,$55K-$101K (Glassdoor est.),"Protingent Staffing
4.4","Renton, WA",51 to 200 employees,Staffing & Outsourcing,Business Services,FALSE,,
2148,Sr. Business/Data Analyst,$55K-$101K (Glassdoor est.),Amazon Corporate LLC,"Seattle, WA",-1,-1,-1,FALSE,47.6062,-122.3321
2149,"Senior Data Analyst, Tax Technology",$55K-$101K (Glassdoor est.),Amazon Corporate LLC,"Seattle, WA",-1,-1,-1,FALSE,47.6062,-122.3321
2150,Configuration/Data Management Analyst III,-1,"Protingent
4.4","Kent, WA",51 to 200 employees,Staffing & Outsourcing,Business Services,FALSE,,
2151,Student Data Analyst,$32K-$56K (Glassdoor est.),"University of Georgia
4.2","Athens, GA",10000+ employees,Colleges & Universities,Education,FALSE,33.9519,-83.3576
2152,Junior Data Analyst,$32K-$56K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Athens, GA",51 to 200 employees,IT Services,Information Technology,FALSE,33.9519,-83.3576
2153,Data Analyst,$32K-$56K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Athens, GA",51 to 200 employees,IT Services,Information Technology,FALSE,33.9519,-83.3576
2154,Data Analyst Junior,$32K-$56K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Athens, GA",51 to 200 employees,IT Services,Information Technology,FALSE,33.9519,-83.3576
2155,Data Quality Analyst,$36K-$67K (Glassdoor est.),"Focal Systems
3.8","Burlingame, KS",1 to 50 employees,Computer Hardware & Software,Information Technology,FALSE,,
2156,SAP DATA ANALYST,$36K-$67K (Glassdoor est.),"Advent Global Solutions, Inc.
3.4","Topeka, KS",501 to 1000 employees,IT Services,Information Technology,FALSE,,
2157,SAP Data Analyst,$36K-$67K (Glassdoor est.),Advent Global Solutions - Special Instance,"Topeka, KS",-1,-1,-1,FALSE,,
2158,"Data Analyst - Denver, CO",$57K-$67K (Glassdoor est.),"CoreSite
3.8","Denver, CO",201 to 500 employees,IT Services,Information Technology,FALSE,39.7392,-104.9903
2159,Inside Sales Data Analyst,$57K-$67K (Glassdoor est.),"Autodesk
4.0","Denver, CO",5001 to 10000 employees,Computer Hardware & Software,Information Technology,FALSE,39.7392,-104.9903
2160,Data Analyst,$57K-$67K (Glassdoor est.),"Dire Wolf Digital
3.6","Denver, CO",51 to 200 employees,Computer Hardware & Software,Information Technology,FALSE,39.7392,-104.9903
2161,"Senior Data Analyst, Sales Compensation",$57K-$67K (Glassdoor est.),"Twilio
4.0","Denver, CO",1001 to 5000 employees,Internet,Information Technology,TRUE,39.7392,-104.9903
2162,Data Analyst,$57K-$67K (Glassdoor est.),"BridgeView IT
3.8","Denver, CO",1 to 50 employees,IT Services,Information Technology,FALSE,39.7392,-104.9903
2163,Data Analyst,$57K-$67K (Glassdoor est.),"Integrated Resources
3.1","Denver, CO",201 to 500 employees,Staffing & Outsourcing,Business Services,FALSE,39.7392,-104.9903
2164,Data Analyst,$57K-$67K (Glassdoor est.),"Paramount Software Solutions, Inc
4.3","Denver, CO",51 to 200 employees,IT Services,Information Technology,FALSE,39.7392,-104.9903
2165,Data Analyst,$57K-$67K (Glassdoor est.),"Wipro Ltd.
2.9","Denver, CO",10000+ employees,IT Services,Information Technology,FALSE,39.7392,-104.9903
2166,Data Analyst,$57K-$67K (Glassdoor est.),"GDKN
3.2","Centennial, CO",201 to 500 employees,Staffing & Outsourcing,Business Services,FALSE,,
2167,Data Analyst,$57K-$67K (Glassdoor est.),"Mondo
3.8","Boulder, CO",51 to 200 employees,Staffing & Outsourcing,Business Services,FALSE,,
2168,Reporting / Data Analyst,$57K-$67K (Glassdoor est.),"Strive Health
5.0","Denver, CO",1 to 50 employees,Health Care Services & Hospitals,Health Care,FALSE,39.7392,-104.9903
2169,Data Support Analyst,$57K-$67K (Glassdoor est.),"Collabera
4.1","Greenwood Village, Arapahoe, CO",10000+ employees,IT Services,Information Technology,FALSE,,
2170,Marketing Data Analyst,$57K-$67K (Glassdoor est.),"Gloo
3.9","Boulder, CO",51 to 200 employees,Enterprise Software & Network Solutions,Information Technology,FALSE,,
2171,Data Analyst,$57K-$67K (Glassdoor est.),"Advent Global Solutions
3.4","Denver, CO",501 to 1000 employees,IT Services,Information Technology,FALSE,39.7392,-104.9903
2172,Data Analyst,$57K-$67K (Glassdoor est.),"Hotel Engine
4.0","Denver, CO",51 to 200 employees,"Hotels, Motels, & Resorts",Travel & Tourism,FALSE,39.7392,-104.9903
2173,Data Analyst,$57K-$67K (Glassdoor est.),"PROLIM Global Corporation
3.3","Denver, CO",201 to 500 employees,Enterprise Software & Network Solutions,Information Technology,FALSE,39.7392,-104.9903
2174,Junior Data Analyst,$57K-$67K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Denver, CO",51 to 200 employees,IT Services,Information Technology,FALSE,39.7392,-104.9903
2175,Vendor Master Data Associate Analyst,$57K-$67K (Glassdoor est.),"Xcel Energy
3.5","Henderson, CO",10000+ employees,Utilities,"Oil, Gas, Energy & Utilities",FALSE,,
2176,Systems & Data Analyst,$57K-$67K (Glassdoor est.),"Boeing
3.7","Englewood, CO",10000+ employees,Aerospace & Defense,Aerospace & Defense,FALSE,,
2177,Data Analyst...........................!,$57K-$67K (Glassdoor est.),"Infotree Service Inc
3.7","Denver, CO",51 to 200 employees,Advertising & Marketing,Business Services,FALSE,39.7392,-104.9903
2178,HealthCare Data Analyst - SQL and Python,$57K-$67K (Glassdoor est.),"CitiusTech
3.6","Denver, CO",1001 to 5000 employees,IT Services,Information Technology,FALSE,39.7392,-104.9903
2179,BI/Data Analyst,$57K-$67K (Glassdoor est.),"Apex Systems
3.8","Greenwood Village, Arapahoe, CO",1001 to 5000 employees,Staffing & Outsourcing,Business Services,TRUE,,
2180,Data Analyst,$57K-$67K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Denver, CO",51 to 200 employees,IT Services,Information Technology,FALSE,39.7392,-104.9903
2181,Business Data Analyst,$57K-$67K (Glassdoor est.),"MIRACORP
4.8","Lakewood, CO",51 to 200 employees,Consulting,Business Services,FALSE,,
2182,Data Analyst,$57K-$67K (Glassdoor est.),"Edison Software, Inc.
5.0","Denver, CO",51 to 200 employees,Computer Hardware & Software,Information Technology,FALSE,39.7392,-104.9903
2183,Soapbox Data Analyst,$57K-$67K (Glassdoor est.),"The Motley Fool
4.6","Lakewood, CO",201 to 500 employees,Internet,Information Technology,FALSE,,
2184,Senior Data Quality Analyst,$49K-$91K (Glassdoor est.),"Ibotta
3.5","Denver, CO",501 to 1000 employees,Internet,Information Technology,TRUE,39.7392,-104.9903
2185,Data Analyst,$49K-$91K (Glassdoor est.),"TA Digital
3.7","Centennial, CO",501 to 1000 employees,Computer Hardware & Software,Information Technology,FALSE,,
2186,DMV/DC Data Services Analyst - Analyst II,$49K-$91K (Glassdoor est.),"State of Colorado
3.3","Denver, CO",10000+ employees,State & Regional Agencies,Government,FALSE,39.7392,-104.9903
2187,Data Analyst/Data engineer/Data Management,$49K-$91K (Glassdoor est.),"Collabera
4.1","Greenwood Village, Arapahoe, CO",10000+ employees,IT Services,Information Technology,FALSE,,
2188,Data Experience Analyst,$49K-$91K (Glassdoor est.),"Charles Schwab Corporation
3.6","Lone Tree, CO",10000+ employees,Investment Banking & Asset Management,Finance,FALSE,,
2189,Data Analyst,$49K-$91K (Glassdoor est.),"Quicksilver Scientific, Inc
3.1","Louisville, CO",51 to 200 employees,Health Care Products Manufacturing,Manufacturing,FALSE,,
2190,Procurement Data Analyst,$49K-$91K (Glassdoor est.),"Lockheed Martin
3.8","Englewood, CO",10000+ employees,Aerospace & Defense,Aerospace & Defense,FALSE,,
2191,Mutual Fund Data Analyst (JR1013810) - Contract,$49K-$91K (Glassdoor est.),"Broadridge
3.5","Denver, CO",10000+ employees,Financial Transaction Processing,Finance,FALSE,39.7392,-104.9903
2192,Data Science Analyst,$49K-$91K (Glassdoor est.),"xentity corporation
5.0","Denver, CO",51 to 200 employees,IT Services,Information Technology,FALSE,39.7392,-104.9903
2193,Data Analyst,$49K-$91K (Glassdoor est.),Private,"Aurora, CO",-1,-1,-1,FALSE,,
2194,Data Analyst,$49K-$91K (Glassdoor est.),"Kforce
4.1","Denver, CO",10000+ employees,Staffing & Outsourcing,Business Services,FALSE,39.7392,-104.9903
2195,GAO Analyst (Data Analysis),$49K-$91K (Glassdoor est.),"Government Accountability Office
3.5","Denver, CO",1001 to 5000 employees,Federal Agencies,Government,FALSE,39.7392,-104.9903
2196,IT Data Analyst,$49K-$91K (Glassdoor est.),"Century Communities
3.5","Greenwood Village, Arapahoe, CO",501 to 1000 employees,Construction,"Construction, Repair & Maintenance",FALSE,,
2197,Lead Geophysical Data Analyst,$49K-$91K (Glassdoor est.),"Weston Solutions
3.6","Lakewood, CO",1001 to 5000 employees,Oil & Gas Services,"Oil, Gas, Energy & Utilities",FALSE,,
2198,Data Analyst,$49K-$91K (Glassdoor est.),"Voca
4.7","Centennial, CO",201 to 500 employees,Staffing & Outsourcing,Business Services,FALSE,,
2199,Data Analyst- Growth Operations,$49K-$91K (Glassdoor est.),"RxRevu
3.0","Denver, CO",1 to 50 employees,Health Care Services & Hospitals,Health Care,FALSE,39.7392,-104.9903
2200,"Associate Business Analyst, Data Provisioning",$49K-$91K (Glassdoor est.),"Recondo Technology
3.5","Denver, CO",51 to 200 employees,Enterprise Software & Network Solutions,Information Technology,FALSE,39.7392,-104.9903
2201,Data Analyst,$49K-$91K (Glassdoor est.),"TechAspect Solutions, Inc. dba TA Digital","Centennial, CO",-1,-1,-1,FALSE,,
2202,Technical Lead- I Data Analyst,$49K-$91K (Glassdoor est.),"Y-Axis Inc
2.6","Denver, CO",1 to 50 employees,Consulting,Business Services,FALSE,39.7392,-104.9903
2203,Financial Data Analyst,$49K-$91K (Glassdoor est.),Black Knight Financial Technology Solutions,"Denver, CO",-1,-1,-1,FALSE,39.7392,-104.9903
2204,Data Analyst,$49K-$91K (Glassdoor est.),"ClientSolv Technologies
3.3","Broomfield, CO",51 to 200 employees,IT Services,Information Technology,FALSE,,
2205,DMV/DC Data Services Analyst – Analyst II,$49K-$91K (Glassdoor est.),"State of Colorado
3.3","Lakewood, CO",10000+ employees,State & Regional Agencies,Government,FALSE,,
2206,Data Security Analyst,$49K-$91K (Glassdoor est.),"Avacend, Inc.
2.5","Denver, CO",51 to 200 employees,Staffing & Outsourcing,Business Services,FALSE,39.7392,-104.9903
2207,Marketing Data Analyst,$49K-$91K (Glassdoor est.),"Goldstone Partners
5.0","Boulder, CO",1 to 50 employees,Staffing & Outsourcing,Business Services,FALSE,,
2208,Data Analyst,$49K-$91K (Glassdoor est.),"xentity corporation
5.0","Denver, CO",51 to 200 employees,IT Services,Information Technology,FALSE,39.7392,-104.9903
2209,Data Analyst (W2 Contract Position),$49K-$91K (Glassdoor est.),"Infotree Service Inc
3.7","Englewood, CO",51 to 200 employees,Advertising & Marketing,Business Services,FALSE,,
2210,SQL Data Analyst / ETL Developer,$49K-$91K (Glassdoor est.),"Unison Systems Inc.
4.0","Englewood, CO",1 to 50 employees,-1,-1,FALSE,,
2211,"{""title"":""GAO Analyst (Data Analysis)"",""extended"":{""opening_type"":null}}",$49K-$91K (Glassdoor est.),"Legislative Branch
4.3","Denver, CO",501 to 1000 employees,State & Regional Agencies,Government,FALSE,39.7392,-104.9903
2212,Lead HR & Data Governance Analyst,$57K-$100K (Glassdoor est.),"CenturyLink
3.0","Broomfield, CO",10000+ employees,"Cable, Internet & Telephone Providers",Telecommunications,FALSE,,
2213,Data Base Programmer/Analyst,$57K-$100K (Glassdoor est.),"22nd Century Technologies
3.7","Denver, CO",1001 to 5000 employees,IT Services,Information Technology,TRUE,39.7392,-104.9903
2214,"Data Analyst 3, Customer Experience",$57K-$100K (Glassdoor est.),"Comcast
3.6","Centennial, CO",10000+ employees,-1,-1,FALSE,,
2215,Data Base Programmer/Analyst,$57K-$100K (Glassdoor est.),"Avacend, Inc.
2.5","Denver, CO",51 to 200 employees,Staffing & Outsourcing,Business Services,FALSE,39.7392,-104.9903
